,0,1,2,3,4,5
474,,150.0,149.0,171.0,234.0,
475,,153.0,158.0,175.0,226.0,
476,,154.0,151.0,178.0,231.0,
477,,150.0,160.0,171.0,226.0,
478,,148.0,151.0,180.0,229.0,
479,,158.0,148.0,182.0,226.0,
480,,154.0,148.0,182.0,213.0,
481,,149.0,147.0,184.0,231.0,
482,,150.0,152.0,180.0,227.0,
483,,153.0,150.0,179.0,229.0,
484,,164.0,148.0,185.0,226.0,
485,,150.0,151.0,176.0,219.0,
486,,156.0,149.0,180.0,230.0,
487,,154.0,150.0,181.0,221.0,
488,,153.0,148.0,178.0,204.0,
489,,155.0,154.0,177.0,228.0,
490,,151.0,151.0,176.0,215.0,
491,,152.0,151.0,185.0,213.0,
492,,152.0,149.0,182.0,229.0,
493,,158.0,161.0,176.0,222.0,
494,,154.0,153.0,168.0,220.0,
495,,152.0,150.0,180.0,219.0,
496,,151.0,150.0,178.0,222.0,
497,,156.0,155.0,170.0,214.0,
498,,156.0,142.0,173.0,223.0,
499,,162.0,150.0,178.0,212.0,
500,,156.0,148.0,181.0,210.0,
