,group,0,1
23659,4,4.215715408,-31.27258492
23660,7,18.73576164,24.04358482
23661,9,10.13870144,-7.446772099
23662,4,-0.542358935,-36.73104095
23664,7,19.45605659,8.141759872
23665,2,10.4822588,-2.697713375
23666,3,29.08095169,4.050489902
23667,0,10.86921215,44.61174774
23668,8,-38.72615051,13.46908569
23669,2,13.22578621,-14.13655186
23671,8,-35.50106812,9.358417511
23673,6,-17.27501488,-29.66012192
23674,4,-5.044048786,-41.79598236
23675,4,4.559832573,-28.95632553
23677,0,10.52297688,33.07234573
23678,0,10.69305706,29.4041748
23679,8,-30.5776577,8.922398567
23680,8,-40.01458359,15.25527954
23682,9,23.13004303,-31.56919479
23684,7,28.33441734,34.11903763
23685,6,-5.486276627,-4.438568115
23686,1,-27.50229454,34.21164322
23687,8,-14.23418999,0.910850525
23688,8,-12.19712925,11.64314938
23689,5,-22.9241581,-11.92516994
23690,9,15.67588806,-41.3510704
23691,6,-30.21972656,-24.31532097
23694,7,13.40485859,15.5620842
23697,3,25.62227821,5.465634823
23698,9,18.74233055,-29.92171669
23699,3,12.39406681,6.131356239
23701,1,-25.63739967,23.96714401
23702,5,-25.77592087,-11.42055893
23703,5,-43.90866852,-15.17194653
23704,2,23.42360497,-6.332743168
23705,6,-1.760554314,-17.65444565
23707,4,-7.39905405,-20.50498772
23708,6,-13.93762493,-21.5898304
23709,7,17.58909988,23.66538811
23710,6,-6.826766014,-9.331734657
23711,3,38.35300064,14.31856155
23712,3,41.06260681,1.858320117
23713,2,39.99744797,-12.61989117
23714,1,-12.4011488,28.94839668
23715,6,-6.028471947,-1.675370216
23716,4,3.56641221,-20.29713249
23717,7,18.95581245,19.73492432
23718,5,-26.98272133,-11.40541077
23719,3,31.0419426,-0.511595666
23720,9,7.046528339,-27.28126335
23721,1,-27.71127701,29.56651115
23722,5,-2.763408661,-5.566399574
23724,0,-0.751396418,16.12930679
23727,0,3.985657215,47.57263184
23728,4,6.735995293,-1.602772832
23729,6,3.553333044,-14.10341263
23730,5,-2.50608778,6.010149002
23731,2,41.08233261,-27.26988029
23732,5,-44.03334808,-8.53469944
23733,1,-13.68176174,18.85138321
23735,3,26.01273537,7.287958622
23736,8,-14.06996727,5.844602585
23738,9,10.10249138,-11.30252743
23739,1,-4.225080013,22.90808296
23743,9,6.525537968,-15.79530716
23745,0,14.92777634,35.23326111
23746,7,30.21906281,28.37664795
23747,7,20.36213684,31.53822708
23750,9,17.92204666,-38.21231842
23753,5,-2.756224871,6.122508049
23755,9,5.105828285,-28.23239136
23756,8,-42.19812012,8.939488411
23757,1,-13.70773697,38.9003067
23758,2,24.05376816,-8.854593277
23759,3,23.22314835,1.52767396
23760,3,12.80530167,1.255814791
23761,9,-0.418531269,-14.40754986
23763,6,-18.80251312,-22.0258503
23764,0,3.997743368,49.77330017
23765,6,-37.10071945,-30.77005577
23767,6,-25.45841599,-30.8482666
23768,5,-27.77445412,-15.69059086
23769,9,28.5058918,-35.5969429
23771,2,41.08366013,-27.29991531
23773,7,8.152522087,23.43722153
23774,4,-6.654626846,-38.51734924
23775,6,-19.45186806,-18.47615623
23776,9,8.33261013,-26.85335541
23777,6,-12.06635571,-23.46970177
23778,0,0.271772832,28.42958069
23779,2,29.18020821,-23.27308273
23780,1,-10.2024231,20.09559441
23781,2,40.8159256,-20.1469841
23782,2,40.43167877,-19.14275932
23783,1,-29.04728699,32.58702469
23786,7,35.78974152,27.91042709
23787,8,-26.38817024,18.32797241
23789,0,11.36666393,14.25082493
23791,9,8.7945261,-6.42890501
23792,4,-2.588834047,-28.6419735
23793,9,16.99857521,-26.10048103
23794,7,16.29928207,11.37388611
23795,8,-31.00460625,2.771058083
23797,7,14.85165977,30.06349754
23798,2,11.0018034,-18.18060493
23799,7,30.46708107,29.02350807
23800,0,7.022973537,33.48285675
23801,0,5.971384525,37.59854126
23802,4,-4.571212292,-39.63573456
23803,1,-25.22887611,34.04595184
23804,4,-5.195808411,-12.64509583
23806,5,-20.76536179,-1.420489788
23808,5,-26.29474449,-2.907392263
23809,3,29.99417305,15.423563
23810,7,29.94851494,28.41108704
23811,6,-25.13904762,-20.79033279
23812,0,-5.197110653,35.52972412
23813,5,-40.1228447,-8.141469002
23814,5,-3.795998573,5.2354002
23815,9,21.065588,-26.82904243
23816,0,-4.620479107,42.81641388
23817,3,25.31985664,-2.047824621
23818,7,23.09030914,25.57667351
23819,6,-35.46636581,-30.7784214
23820,6,-25.52551651,-21.89709091
23821,3,33.68297195,2.145531654
23822,4,-4.817215919,-12.12639046
23823,1,-32.16222,30.10499573
23824,2,19.84827995,-7.600371838
23825,1,-12.62385273,29.32233047
23826,8,-20.84438705,7.147595406
23828,6,-27.87575912,-33.19811249
23829,8,-25.04914474,5.078754902
23830,9,9.144787788,-7.267538071
23831,9,4.522509575,-16.35881615
23834,2,35.10374451,-25.75779343
23835,1,-15.71623135,6.438093662
23836,0,1.898079634,36.61569595
23837,7,15.12135506,22.27640343
23838,6,-9.541771889,-10.85632515
23841,9,3.482230663,-17.88523674
23842,0,0.757626534,40.43133926
23843,1,-16.83390808,8.824629784
23844,4,-6.06530714,-11.1136713
23847,1,-25.38547325,26.42539024
23848,4,6.22962141,-25.11104393
23849,6,2.826747656,-9.213827133
23850,3,38.92459488,16.79578209
23851,0,-0.922936618,15.59477901
23852,7,27.10789299,25.0486145
23853,6,-0.587840021,-16.03082085
23854,6,3.151575089,-13.65165806
23855,8,-11.27668858,11.54846668
23856,9,20.31185913,-19.63440132
23858,6,-13.84209347,-16.87917709
23859,3,28.66410828,13.47608566
23860,1,-24.05921555,15.21135044
23861,5,-2.700006485,-10.05049133
23862,7,22.79952621,14.70644474
23863,3,24.08732224,14.55700207
23864,7,20.67179871,35.98309326
23865,1,-11.94986153,26.69589615
23866,2,10.44135857,-18.65969849
23867,8,-40.56509399,4.927436829
23868,0,8.770923615,27.70093155
23869,6,-16.07979774,-18.69209862
23872,1,-22.98789024,27.4843502
23873,2,15.75938225,-13.78643227
23874,7,15.99917221,8.105852127
23876,7,16.4892807,13.36788845
23879,1,-19.98125267,37.33805847
23880,5,-36.09991074,-19.959589
23881,0,3.458685637,33.31383896
23882,3,45.02971268,5.149408817
23883,2,30.00316238,-20.0405159
23884,5,-27.25572586,-6.944591522
23885,0,-0.292339087,30.15720367
23886,4,-3.090061903,-42.38644028
23887,8,-47.13788986,5.527182102
23888,6,-26.66051865,-17.31562233
23889,2,35.04139328,-6.569767952
23890,5,-41.90869904,-3.299281597
23891,1,-20.25741005,18.61445236
23892,0,5.907035351,17.57452011
23893,0,10.13899231,25.53483772
23894,8,-25.69088364,9.176445961
23895,4,-7.800305843,-17.84526443
23896,5,-44.33126068,-11.90048409
23897,2,8.275579453,-3.067992926
23901,3,10.54605389,7.111762524
23902,0,10.47762966,13.36237335
23903,3,44.93547058,5.433055401
23905,4,4.389559269,-33.3506012
23906,8,-32.81433868,12.4818964
23907,4,2.385804892,-35.1347084
23908,2,30.78474998,-23.40301323
23909,2,35.43692398,-16.09907913
23910,3,41.20808411,1.988960385
23911,8,-36.42253113,21.12593842
23912,0,14.48847103,39.37628937
23913,0,0.000392495,47.08475876
23914,0,5.097314358,19.92358589
23915,5,-39.03704071,-10.96690464
23916,9,24.42662811,-37.87775803
23918,7,19.0226059,29.93639755
23920,4,-5.274878025,-28.29254532
23921,4,8.644226074,-18.72609329
23922,1,-6.5785923,19.04345894
23923,4,-5.530522823,-29.53660583
23924,2,34.8720932,-15.10494995
23926,1,-28.18612862,34.18096161
23927,2,27.63612747,-5.735246658
23928,9,15.0582037,-30.41012383
23929,8,-22.86265182,4.986483097
23930,3,31.8115921,0.920965075
23931,0,-0.239909396,25.09044838
23933,8,-46.90865326,6.303995609
23934,1,-25.81264687,28.38471222
23936,9,20.17284775,-30.43304062
23940,5,-7.402891159,9.44408989
23941,8,-39.30242538,6.960781097
23943,5,-17.95400047,-11.67503738
23945,9,27.12576485,-34.82890701
23946,9,5.676322937,-14.97199059
23947,9,6.240818977,-17.31876945
23948,5,-37.79292679,-10.44766712
23949,7,13.06528187,21.7084713
23951,9,9.924188614,-16.41160202
23952,7,33.21922684,28.01058769
23953,8,-34.71453857,17.86736679
23956,2,40.85965347,-6.830894947
23957,2,24.4758606,-22.5975647
23958,2,42.73565292,-14.76255512
23959,6,-16.27859497,-27.4650383
23960,3,36.59528732,-1.12847209
23961,3,30.54430199,14.46709061
23963,1,-36.56788635,31.54404449
23964,4,-7.550082207,-48.02788925
23965,3,24.02651978,12.14440632
23966,5,-35.50548172,-18.2660408
23967,7,26.0918541,36.15467072
23968,0,-8.888813019,8.181404114
23969,5,-37.14759445,-5.34962225
23970,2,40.75138855,-24.20921135
23971,7,11.55784893,17.44563675
23972,4,-12.26094818,-31.40649414
23976,6,-30.60002136,-20.79245758
23977,7,17.8278923,13.26372719
23978,1,-18.306633,12.04293728
23979,3,28.07024384,5.402218819
23980,8,-24.09274292,11.9224987
23981,3,30.30315399,-1.920319796
23982,2,37.38324738,-15.80435085
23983,5,-24.37018585,-4.534733772
23984,0,11.48679924,29.21603584
23985,7,25.49124908,22.78684425
23986,0,7.861266136,13.2613163
23987,9,22.48929024,-29.19231606
23988,5,-34.58795929,-15.66944885
23989,1,-19.44903564,42.16313934
23990,8,-11.45472717,-1.638492346
23991,3,24.85079002,-1.308065891
23993,5,-44.74883652,-15.50583076
23994,7,21.4175663,11.14742374
23995,6,-21.54535484,-32.65722275
23996,5,-18.69102097,2.182244301
23997,0,7.93481636,28.39362526
23998,8,-26.21771049,10.35357571
24000,5,-31.68935585,-0.527130544
24002,1,-24.06411552,40.17652512
24003,3,25.02487183,1.930039406
24004,8,-26.12319183,18.81041718
24006,1,-22.36897469,26.45440292
24007,1,-19.41571999,23.46348572
24008,2,24.3202877,-17.6707325
24009,9,21.14974022,-22.16899681
24010,4,-1.07847178,-33.17436981
24011,0,-0.143096358,35.93824005
24013,2,14.4433794,-15.2801466
24014,5,-30.37815475,-2.642519951
24015,9,-9.094022751,-3.254841328
24016,0,-0.188666359,46.98091888
24017,0,-3.266862631,27.09682083
24018,1,-21.46217346,39.08699036
24019,0,5.15267086,17.64693642
24021,1,-9.420030594,23.70461082
24022,5,-35.03820038,-2.067709446
24023,7,25.71285439,26.90073586
24026,5,-42.31887817,-11.70560455
24027,9,28.42007828,-27.70413208
24028,3,26.03291893,1.453817964
24029,5,-32.59257889,-4.145337582
24031,7,27.81974602,27.11385727
24032,9,20.65692902,-21.61279488
24033,2,27.74799919,-3.636058807
24035,9,24.32181358,-40.94853592
24037,0,0.461980969,9.440979958
24038,4,-9.440596581,-41.62807083
24039,9,16.31484795,-22.03043556
24041,1,-33.29590225,35.91266251
24042,8,-43.87229156,11.04743385
24043,2,25.7060833,-3.679501534
24044,4,2.103489161,-22.74386024
24045,1,3.822522879,-0.905204833
24046,4,-12.36922932,-43.17124176
24047,2,27.40991592,-22.13684845
24048,4,-12.28905773,-34.50257874
24050,1,-2.087719679,8.686919212
24051,5,-42.57489777,-0.391602278
24053,5,-44.33078003,-9.377108574
24054,7,15.45671844,30.53050804
24055,4,5.116848469,-33.37703705
24057,7,31.07846069,21.8657074
24058,8,-34.9040184,4.102068424
24059,7,34.38450623,33.91937637
24060,3,47.55901337,-0.380508184
24062,2,24.00054169,-2.105701923
24063,4,-11.83866119,-31.45251846
24064,7,29.69611359,23.92261314
24065,3,30.32743645,13.90121555
24066,3,11.15738964,5.954117298
24067,4,-5.300723553,-28.35834694
24069,7,31.07327271,25.12257004
24070,2,18.81159782,4.081618309
24071,9,11.72719955,-42.76398849
24072,1,4.077383518,9.388012886
24073,8,-34.44812775,9.025503159
24074,5,-36.1032753,-16.14244843
24075,4,2.261301756,-37.93379593
24076,7,18.45542526,30.31253052
24078,2,-2.523995399,2.517028809
24079,1,-16.4894886,3.168711662
24080,2,18.3436718,-14.12520885
24081,5,-37.72100449,-19.95351791
24082,8,-28.69545555,8.827402115
24083,9,14.84705639,-35.87162781
24084,6,-31.97601509,-25.40452576
24087,8,-28.02326202,14.90930176
24088,3,12.82558823,1.273872256
24089,0,1.699726224,25.87016106
24090,4,-4.13485384,-7.924788475
24091,6,-5.776799679,-4.641008854
24093,0,11.47814274,32.16215897
24094,9,8.315425873,-35.6770401
24095,4,2.799119711,-3.358930826
24097,7,24.91170692,27.76563644
24098,0,0.669982731,28.84211922
24100,9,15.36716747,-36.02231979
24103,0,9.787158966,41.8684082
24104,1,-17.00771713,28.87002373
24105,9,18.12028885,-36.22187042
24109,5,-2.43005228,-10.38013935
24110,2,27.47324944,-16.90971565
24111,9,24.88915253,-39.09594345
24112,8,-24.02707481,6.260359287
24113,5,-37.89300156,-6.998245239
24114,3,17.64360428,0.386331886
24115,7,29.73105621,28.15296173
24116,7,25.99111748,20.05888939
24117,9,10.23545647,-12.83274841
24118,8,-42.55361938,10.64008808
24119,4,-16.522892,-36.42140198
24120,1,-8.423589706,17.62086105
24121,1,-8.164896965,23.57118607
24122,2,32.94270325,-11.42591572
24123,1,-15.66236305,13.31414795
24124,5,-38.93246078,0.249977618
24126,8,-32.77086639,24.61259651
24127,7,35.74098969,27.80727005
24128,9,15.85822105,-31.86435127
24129,0,-0.793295681,13.48990822
24130,6,-20.89294243,-22.32022667
24131,9,10.43930054,-36.98705673
24132,0,7.899849892,27.0151825
24133,0,-0.242641449,35.34358215
24134,2,9.64086628,7.24876833
24135,9,18.54634666,-35.58736038
24136,7,35.66963577,22.23798561
24137,1,-17.89948463,15.21347904
24138,9,25.60245705,-30.59811401
24139,6,-14.5644598,-23.74417686
24141,1,-23.82470894,40.06022263
24142,6,-26.34051514,-24.09687805
24143,3,47.83420944,-1.142563224
24145,1,-8.222200394,23.68776512
24146,2,26.85004616,-18.58950233
24149,6,-1.566218853,-18.22532654
24150,0,11.28959751,13.98623657
24151,5,-45.64804077,-13.48798847
24152,1,-18.82042313,32.37282562
24153,3,39.62277222,-2.969421625
24154,1,-9.126619339,23.29393387
24155,2,-1.340799809,-3.022268057
24156,0,3.695547581,20.25547028
24157,6,-33.13002396,-31.57505608
24158,4,-11.63116741,-38.16163635
24159,2,33.13135147,-9.922309875
24160,3,10.88533974,7.247067451
24161,4,-0.098159537,-41.05275726
24162,1,-5.207122803,24.04183578
24163,3,34.97520065,-2.310233355
24164,6,-32.24630356,-30.73245239
24166,3,18.24830818,-6.01499176
24168,9,4.401558876,-18.55021858
24170,5,-36.9364624,-5.972747326
24171,3,33.95355606,15.12965202
24172,5,-37.86912155,-13.94058514
24173,3,22.32916832,4.643718719
24174,9,18.69338989,-27.47597885
24175,9,17.40081024,-24.98876572
24176,0,9.650930405,42.19247818
24177,4,-4.421821117,-36.91684723
24178,4,-4.695060253,-23.0808239
24179,8,-36.22930527,4.771636963
24180,8,-35.77502441,15.00571442
24181,0,10.69626045,30.44830513
24183,2,37.25882721,-8.80207634
24185,5,-23.25057983,-11.84835148
24186,5,-27.1447773,-6.742653847
24187,7,-1.622042179,6.226142406
24188,4,1.928507447,-46.41103745
24189,3,39.97554779,8.413106918
24190,2,27.70747375,-15.58024597
24191,1,-26.20793724,27.53045082
24192,5,-42.40122223,-14.74555969
24193,9,14.5394783,-40.86137009
24194,3,37.44425201,5.080065727
24195,9,8.504589081,-36.61504364
24197,1,-9.695969582,31.27988625
24201,6,-6.168194771,-3.670129538
24202,9,19.14776611,-22.95396042
24203,5,-6.245790958,10.50088978
24204,9,20.40740585,-36.43553925
24205,3,14.4325428,3.533096075
24206,4,3.681315422,-45.68603516
24207,1,-6.159644127,19.03308868
24209,4,3.165300846,-32.08959579
24212,4,-7.681826115,-19.71806145
24213,6,-27.00113297,-31.0371933
24214,7,17.85920143,17.36148643
24215,0,1.906008005,36.58260727
24216,0,-4.856677532,15.01100349
24217,9,9.513305664,-10.70993233
24218,6,-32.73561096,-31.99607849
24219,9,9.327139854,-37.30487442
24220,2,27.42099762,-9.826189995
24223,5,-7.460407257,9.025839806
24224,9,15.41954327,-36.38158035
24225,1,-3.95773983,1.192495942
24228,9,8.576574326,-10.05213833
24229,9,17.09035301,-10.57065582
24231,5,-38.76955032,-10.83386993
24232,2,44.53366089,-11.40286541
24233,1,-18.76531792,23.16400719
24234,8,-26.7156601,2.404264212
24237,6,-13.89192677,-11.71709347
24238,4,6.699498177,-11.44830608
24239,7,20.47767258,39.15800858
24240,9,10.67807674,-37.92687607
24241,6,-9.580402374,-8.396272659
24242,9,21.94333267,-23.62313843
24243,5,-26.34147072,-2.813881636
24244,3,39.98939133,-2.331548452
24245,4,-4.67169857,-20.41825676
24247,8,10.81498528,8.518623352
24248,3,31.23862267,-2.993807554
24251,1,-4.09856081,1.683604598
24252,1,-15.06368256,5.090970993
24253,2,-10.71558475,2.65942955
24254,1,-30.95053864,34.7887001
24255,6,-18.79641914,-31.82878685
24256,4,-10.46490765,-6.319600105
24257,3,7.72819519,5.900447845
24258,7,21.39912605,24.01381493
24259,6,-27.66956329,-22.44474602
24260,5,-30.4604969,-11.59504414
24262,6,-28.89766693,-29.22353554
24263,1,-22.98019218,17.8327446
24264,1,-25.60558701,31.71165657
24265,5,-37.71735382,-19.93747902
24266,2,20.59749985,-16.86556816
24267,5,-36.41786194,-1.769335508
24268,0,-4.391121387,10.91778183
24269,9,25.91661835,-31.71282005
24270,5,-2.945254803,-9.535297394
24271,1,-14.7020359,33.78964615
24272,4,-9.251919746,-32.40954208
24273,2,33.44117737,-8.804283142
24274,8,-20.89983368,10.71967602
24277,3,13.1557436,3.492147446
24278,2,42.27859116,-9.489875793
24279,1,-18.20961189,11.98903084
24280,2,26.85224533,-16.39517975
24281,6,-15.42802334,-29.22415543
24282,9,14.62354183,-36.09207916
24283,2,-0.933766544,-4.512712955
24285,1,-28.98491478,32.57006454
24286,9,9.519910812,-16.26288223
24288,2,19.34072495,4.240070343
24289,2,22.36676788,-9.115641594
24291,5,-43.36804962,-3.997898102
24292,3,47.37693024,9.064730644
24293,3,22.04185677,0.493195415
24294,5,-38.36575699,-2.161252499
24295,0,11.45456982,29.99986076
24296,1,-32.26999283,32.91561508
24297,4,-9.23353672,-34.8030014
24298,4,-9.462323189,-30.98967361
24301,5,-35.72323608,-11.03110218
24303,6,-14.09590435,-21.23047829
24304,1,-9.233622551,24.22367287
24305,0,0.593390882,9.868069649
24306,8,-12.54373264,-0.06768059
24307,6,-18.6608181,-15.57630062
24308,0,1.638670325,36.90525055
24309,7,13.95053101,19.5770874
24310,0,21.95829773,1.175753355
24311,4,8.427685738,-19.2764492
24312,4,1.915195823,-4.144576073
24313,5,-1.574334145,-9.895828247
24315,4,-9.240753174,-35.96430588
24316,3,42.65662766,2.473656654
24318,6,-14.03992176,-7.026103497
24319,5,-4.001866341,5.968697548
24320,1,-24.90293312,40.18677902
24321,5,-7.583894253,1.979061007
24322,1,3.545011282,-0.834289312
24323,1,-19.33750534,21.92017937
24324,2,6.417718887,16.31659126
24325,3,8.601902962,6.060734272
24326,9,9.259410858,-27.79432487
24328,8,-29.39347076,7.797602654
24329,7,20.89678574,20.77626228
24330,8,-28.72944832,8.875283241
24331,6,-34.17784119,-24.55895233
24332,6,-26.23876953,-28.12014771
24333,1,-27.44349289,27.41448784
24335,0,-3.649222374,43.89823151
24336,0,-1.068632007,43.63308334
24337,0,8.919690132,43.04672623
24338,8,-32.10171127,6.272069454
24339,4,4.398307323,-37.41160202
24340,1,1.34998858,6.672922611
24342,4,-8.442811012,-47.70198059
24343,3,30.46208382,14.27891827
24345,8,-17.88529396,-3.731541634
24346,4,-8.753385544,-35.36408997
24349,6,-3.035684586,-1.107343197
24352,1,-19.04179001,25.50426865
24353,3,4.051916122,7.788061619
24354,6,-35.96581268,-30.69573975
24355,0,9.758914948,30.90063858
24356,2,19.12234306,-9.335362434
24358,7,28.83164024,24.19970512
24360,7,35.21780014,27.03554344
24361,7,32.29508972,19.1669426
24362,4,2.754445553,-33.21429825
24364,1,-27.95234871,24.87218094
24366,7,28.39265442,37.16031647
24369,8,-19.11338615,5.640935421
24370,8,-18.60608673,3.565448999
24371,6,-20.06392097,-28.16625404
24372,0,5.828195572,42.76872253
24373,7,19.17570305,19.90312576
24374,7,29.52259064,17.46659851
24375,9,16.08158112,-15.93244362
24376,0,10.82172489,33.23168564
24377,8,-37.65388107,14.13448143
24378,6,-28.85449219,-22.96257591
24379,8,-13.80052471,7.35384655
24381,1,-4.531653881,22.1633091
24382,0,-1.334140182,39.6510582
24383,6,-30.46113586,-20.91970444
24386,2,29.19517326,-22.99812317
24387,5,-44.42357635,-16.13406372
24388,5,-44.20143127,-13.27332687
24389,5,-38.28917313,-2.365018845
24391,3,45.46448135,8.206300735
24392,0,1.893321037,36.33905029
24394,9,16.41945267,-22.84960747
24395,1,-16.24903679,6.109433651
24397,1,-25.55930901,24.43181992
24399,4,-6.98896122,-24.51658249
24401,6,-22.88760757,-23.08797646
24402,5,-40.32567596,-12.31775188
24403,7,28.50199127,32.48430252
24404,5,-37.68148041,-3.457202435
24406,2,27.27135277,-5.404798508
24407,2,38.37206268,-5.833545685
24408,8,-11.07712555,11.60478878
24410,8,-41.58325195,17.02329826
24412,0,-1.261610389,15.6980648
24413,8,-33.11542892,21.83403206
24414,4,-9.583195686,-18.74116707
24415,8,-12.98193645,12.22687817
24417,3,14.98919868,-2.909792662
24418,8,-10.27152443,8.868431091
24419,7,21.97726059,20.08382797
24420,8,-28.7288208,5.327541351
24421,3,23.49102974,4.698266506
24422,9,0.559532225,-11.63276005
24424,4,2.646716356,-35.14202118
24425,6,-22.79496574,-26.30935478
24426,1,4.150178432,9.327488899
24427,9,17.28370476,-29.45182037
24429,7,14.14725971,27.56069756
24430,8,-14.33104324,-3.146956682
24431,0,-1.941343069,20.24565506
24432,9,16.01966476,-18.66462517
24434,0,3.278757811,31.64717865
24436,6,-10.83392048,-11.49647808
24437,2,39.2995491,-17.22235298
24438,5,-37.07506561,-20.05468559
24439,0,-0.781696081,13.34114075
24440,8,-22.27614784,9.506654739
24442,4,-4.808489323,-37.45643234
24443,1,-18.54821968,23.42066574
24444,5,-39.75910568,-13.99307823
24445,5,-2.888469219,-12.28209209
24446,4,-1.837016344,-22.93284225
24447,4,-2.599856615,-26.26083755
24448,6,-4.857140541,-1.565318704
24449,9,10.27248764,-11.31631947
24450,5,-29.27535439,-7.987003326
24451,6,-21.0050106,-37.70862198
24452,4,1.289051771,-38.27750015
24453,9,18.58283234,-25.62264633
24454,5,-21.80115318,-0.167450041
24455,0,0.615680993,11.22582722
24457,3,26.99116898,12.51960278
24458,4,-12.79509735,-32.27750397
24459,5,-23.34288216,-11.49748898
24461,6,-16.5684967,-14.56941795
24462,9,22.22410965,-39.96295929
24463,2,31.12206078,-8.971657753
24464,3,30.00403404,-2.99690938
24466,4,-2.993904591,-38.80064011
24467,0,-0.882495165,30.38388443
24468,6,-22.31046677,-14.44325829
24469,5,-29.6114521,-13.03756618
24470,6,-31.75391388,-33.85396194
24471,3,29.17799759,8.141782761
24472,5,-39.93828201,-6.306685925
24473,3,35.97029495,0.782302201
24474,1,-13.70348644,30.67584991
24477,9,29.74765396,-29.89957809
24478,9,13.1655674,-38.81307602
24479,8,-12.54819965,-1.165646553
24481,9,9.491020203,-13.23043251
24482,9,1.506579518,-16.31285858
24484,3,28.33724022,14.98709774
24485,0,-0.885918856,13.03244591
24488,8,-20.44686699,16.47298431
24489,8,-27.81858253,17.37514305
24490,7,34.64756393,34.12288284
24491,3,28.88863182,-2.018698454
24493,5,-7.554811478,6.479875088
24494,0,-2.659665585,11.2240591
24495,5,-18.36893654,0.485224098
24496,8,-30.93226624,2.710387945
24498,0,-2.41876173,41.25203705
24499,5,-18.37062836,9.007734299
24500,5,-9.35614872,-6.553070068
24501,0,5.820117474,16.85354424
24502,5,-39.81804276,0.213410586
24503,7,23.68071175,38.31158066
24504,5,-45.44641113,-4.852864742
24506,0,3.392584801,36.10081863
24507,8,-30.23650169,17.51676559
24508,2,10.50353718,0.053418949
24509,0,9.686000824,28.8624897
24510,5,-5.818142891,10.50312042
24511,1,-19.77962685,28.46739197
24512,7,2.058700085,3.031039953
24513,5,-8.893431664,7.148670197
24514,1,-22.12554169,25.95108032
24515,3,15.11666584,2.136493206
24516,2,40.71003342,-26.05214882
24517,4,-6.18804121,-37.13512039
24520,3,47.90646744,0.574422657
24521,0,12.79810047,26.37226105
24522,5,-27.13433266,-6.237583637
24523,6,-20.35761452,-7.897175789
24525,9,11.99217319,-8.664387703
24526,8,-32.89644241,11.88473415
24527,5,-41.34336853,-13.31853294
24529,4,-6.995177746,-38.6745224
24530,8,-20.50501633,15.18488312
24531,2,19.39539909,-7.747817993
24532,6,-18.84778214,-24.86647034
24534,2,11.1402607,-17.08841705
24535,0,4.006409168,29.90885735
24536,6,-20.78087425,-33.36695862
24537,2,32.49550629,-8.98952198
24539,6,-13.78403664,-16.97562218
24540,9,14.17220974,-22.36306
24541,2,10.97512245,-16.89359093
24542,7,15.34738064,19.06905556
24544,8,-45.96605301,10.36301613
24545,3,38.96859741,-0.336141378
24546,3,38.10172272,17.00073051
24547,0,9.043398857,14.52356815
24548,5,-37.04748154,-0.764303029
24549,4,-12.25547981,-34.66579437
24550,2,11.33218384,-18.53467369
24551,6,-4.68640852,-10.54673958
24552,3,15.06702328,1.717929244
24553,3,33.9466629,9.541446686
24554,3,46.58880997,1.517165661
24556,6,-14.55635738,-15.26901913
24558,5,-33.16638184,-8.193896294
24559,9,25.96328735,-36.35283279
24560,9,17.97043419,-28.70521355
24562,6,-19.48134232,-13.87990475
24563,0,7.688335419,40.94054794
24564,3,6.514221191,8.525616646
24566,4,-4.8112216,-39.04018784
24567,0,-4.459081173,14.16307735
24568,6,-1.536973953,1.320772171
24569,6,-37.86161423,-31.19235611
24570,8,-42.93209457,17.28762627
24571,5,-29.71079636,-14.62459755
24572,0,-5.397256851,35.55789185
24573,4,-1.991839528,-38.62648773
24574,7,23.03614235,12.68977547
24575,8,-18.05476189,6.162202358
24576,1,-18.23219109,7.539871216
24577,4,-4.408401966,-46.07439041
24578,0,-2.197359085,36.90073776
24579,2,32.50734711,-20.18309975
24581,5,-30.68148232,-15.76075077
24582,7,30.28117561,26.98085594
24583,1,-12.36959839,36.89465714
24585,2,21.63804626,-15.21077156
24586,4,-2.736360788,-28.08407211
24587,6,-14.60145664,-24.17012787
24589,2,40.58943176,-25.13002968
24590,4,-8.315816879,-31.94658279
24591,9,20.98391724,-21.77375793
24593,5,-19.9361763,-10.33139706
24594,9,-9.723788261,-3.810141563
24595,5,-30.60893822,-14.76075363
24596,0,11.06427479,35.11511993
24597,4,4.015229702,-40.86617279
24598,5,-7.149085045,9.916573524
24599,8,-27.5388546,14.9804039
24600,8,-35.7203064,23.57719231
24601,0,4.358360767,14.84680462
24602,8,-8.876841545,11.15168285
24603,1,-17.43663788,30.69558716
24604,8,-30.96041107,12.7080574
24605,4,-7.222999573,-17.77296448
24606,2,33.60893631,-6.194732666
24607,8,-20.28683662,4.729751587
24608,7,22.43103981,36.59262085
24609,9,16.72872543,-8.065704346
24610,7,21.18572807,33.91372299
24611,2,22.87055779,-19.49637032
24612,1,-9.699895859,25.9731884
24613,5,-44.82242966,-18.45831871
24614,2,25.06774712,-8.311818123
24615,5,-5.996183872,5.000620842
24616,7,21.92088127,26.69388199
24618,1,-19.30716705,28.19312286
24619,0,-3.44934535,-1.034980416
24620,0,6.526872635,30.38980675
24622,3,16.96650314,-0.261442989
24623,8,-31.7881546,18.75928688
24625,9,18.79773521,-15.12497807
24626,1,-13.77148914,18.96622086
24627,3,8.36288929,5.266733646
24628,8,-21.47176361,16.22689819
24631,5,-18.22258568,10.42764091
24632,3,12.22710705,5.176533699
24633,6,0.089430116,0.703631699
24634,0,2.24273634,34.18879318
